Batch_Number,Date,Drug_Name,MRP_Unit_Price,Qty_Sold,Total_Amount,Transaction_ID
ALL-2301-79,2023-02-08,Allegra 120,198.0,3,594.0,TXN-10350
PAN-2301-18,2023-02-08,Pan 40,155.0,4,620.0,TXN-10351
TEL-2301-51,2023-02-08,Telma 40,220.0,2,440.0,TXN-10352
AZI-2301-28,2023-02-08,Azithral 500,118.5,7,829.5,TXN-10353
GLY-2301-13,2023-02-09,Glycomet 500,22.5,3,67.5,TXN-10354
DOL-2301-86,2023-02-09,Dolo 650,30.0,3,90.0,TXN-10355
AZI-2301-28,2023-02-09,Azithral 500,118.5,4,474.0,TXN-10356
GLY-2301-13,2023-02-09,Glycomet-500,22.5,1,22.5,TXN-10357
AZI-2301-67,2023-02-09,Azithral 500,118.5,6,711.0,TXN-10358
GEN-10359,2023-02-09,Pan 40,155.0,5,775.0,TXN-10359
AZI-2301-28,2023-02-09,Azithral 500,118.5,9,1066.5,TXN-10360
PAN-2301-29,2023-02-09,Pan 40,155.0,5,775.0,TXN-10361
AZI-2301-28,2023-02-09,Azithral 500,118.5,8,948.0,TXN-10362
AZI-2301-67,2023-02-10,Azithral 500,118.5,8,948.0,TXN-10363
GEN-10364,2023-02-10,Pan 40,155.0,1,155.0,TXN-10364
PAN-2301-18,2023-02-10,Pan 40,155.0,5,775.0,TXN-10365
TEL-2301-51,2023-02-10,Telma 40,220.0,5,1100.0,TXN-10366
AZI-2301-61,2023-02-10,Azithral 500,118.5,9,1066.5,TXN-10367
PAN-2301-29,2023-02-10,Pan 40,155.0,3,465.0,TXN-10368
TEL-2301-51,2023-02-10,Telma 40,220.0,2,440.0,TXN-10369
TEL-2301-73,2023-02-10,Telma 40,220.0,5,1100.0,TXN-10370
PAN-2301-58,2023-02-10,Pan 40,155.0,5,775.0,TXN-10371
PAN-2301-58,2023-02-10,Pan 40,155.0,2,310.0,TXN-10372
TEL-2301-51,2023-02-10,Telma 40,220.0,2,440.0,TXN-10373
PAN-2301-18,2023-02-10,Pan 40,155.0,1,155.0,TXN-10374
ALL-2301-79,2023-02-10,Allegra 120,198.0,2,396.0,TXN-10375
AZI-2301-67,2023-02-11,Azithral 500,118.5,9,1066.5,TXN-10376
TEL-2301-51,2023-02-11,Telma 40,220.0,2,440.0,TXN-10377
DOL-2301-95,2023-02-11,Dolo 650,30.0,3,90.0,TXN-10378
AZI-2301-67,2023-02-11,Azithral 500,118.5,4,474.0,TXN-10379
GLY-2301-13,2023-02-11,Glycomet 500,22.5,2,45.0,TXN-10380
AZI-2301-28,2023-02-11,Azithral 500,118.5,8,948.0,TXN-10381
TEL-2301-80,2023-02-11,Telma 40,220.0,4,880.0,TXN-10382
GLY-2301-17,2023-02-11,Glycomet 500,22.5,3,67.5,TXN-10383
ALL-2301-89,2023-02-11,Allegra 120,198.0,1,198.0,TXN-10384
DOL-2301-50,2023-02-11,Dolo 650,30.0,1,30.0,TXN-10385
TEL-2301-80,2023-02-11,Telma 40,220.0,4,880.0,TXN-10386
PAN-2301-18,2023-02-12,Pan 40,155.0,1,155.0,TXN-10387
GLY-2301-13,2023-02-12,Glycomet 500,22.5,1,22.5,TXN-10388
DOL-2301-50,2023-02-12,Dolo 650,30.0,2,60.0,TXN-10389
GLY-2301-13,2023-02-12,Glycomet-500,22.5,5,112.5,TXN-10390
AZI-2301-67,2023-02-12,Azithral 500,118.5,6,711.0,TXN-10391
TEL-2301-51,2023-02-12,Telma 40,220.0,3,660.0,TXN-10392
GLY-2301-17,2023-02-12,Glycomet 500,22.5,1,22.5,TXN-10393
ALL-2301-89,2023-02-12,Allegra 120,198.0,5,990.0,TXN-10394
ALL-2301-89,2023-02-12,Allegra 120,198.0,2,396.0,TXN-10395
AZI-2301-28,2023-02-12,Azithral 500,118.5,6,711.0,TXN-10396
PAN-2301-29,2023-02-13,Pan 40,155.0,2,310.0,TXN-10397
DOL-2301-86,2023-02-13,Dolo 650,30.0,5,150.0,TXN-10398
AZI-2301-67,2023-02-13,Azithral 500,118.5,10,1185.0,TXN-10399
AZI-2301-67,2023-02-13,Azithral 500,118.5,6,711.0,TXN-10400
DOL-2301-50,2023-02-13,Dolo 650,30.0,3,90.0,TXN-10401
TEL-2301-73,2023-02-13,Telma 40,220.0,4,880.0,TXN-10402
DOL-2301-86,2023-02-13,Dolo 650,30.0,4,120.0,TXN-10403
PAN-2301-58,2023-02-13,Pan 40,155.0,5,775.0,TXN-10404
PAN-2301-18,2023-02-14,Pan 40,155.0,3,465.0,TXN-10405
PAN-2301-29,2023-02-14,Pan 40,155.0,4,620.0,TXN-10406
PAN-2301-29,2023-02-14,Pan 40,155.0,4,620.0,TXN-10407
AZI-2301-61,2023-02-14,Azithral 500,118.5,7,829.5,TXN-10408
AZI-2301-28,2023-02-14,Azithral 500,1185.0,7,8295.0,TXN-10409
AZI-2301-61,2023-02-14,Azithral 500,118.5,7,829.5,TXN-10410
GEN-10411,2023-02-14,Dolo 650,30.0,4,120.0,TXN-10411
TEL-2301-80,2023-02-14,Telma 40,220.0,5,1100.0,TXN-10412
PAN-2301-18,2023-02-14,Pan 40,155.0,5,775.0,TXN-10413
GLY-2301-55,2023-02-14,Glycomet-500,22.5,2,45.0,TXN-10414
PAN-2301-18,2023-02-14,Pan 40,155.0,3,465.0,TXN-10415
GEN-10416,2023-02-14,Allegra 120,198.0,4,792.0,TXN-10416
AZI-2301-67,2023-02-14,Azithral 500,118.5,8,948.0,TXN-10417
PAN-2301-18,2023-02-14,Pan 40,155.0,2,310.0,TXN-10418
ALL-2301-79,2023-02-14,Allegra 120,198.0,2,396.0,TXN-10419
GEN-10420,2023-02-15,Azithral 500,118.5,10,1185.0,TXN-10420
DOL-2301-95,2023-02-15,Dolo 650,30.0,1,30.0,TXN-10421
GEN-10422,2023-02-15,Azithral 500,118.5,7,829.5,TXN-10422
GLY-2301-13,2023-02-15,Glycomet 500,22.5,5,112.5,TXN-10423
PAN-2301-18,2023-02-15,Pan 40,155.0,4,620.0,TXN-10424
GEN-10425,2023-02-15,Dolo 650,30.0,1,30.0,TXN-10425
TEL-2301-51,2023-02-15,Telma 40,220.0,3,660.0,TXN-10426
ALL-2301-89,2023-02-15,Allegra 120,198.0,4,792.0,TXN-10427
ALL-2301-79,2023-02-15,Allegra 120,198.0,4,792.0,TXN-10428
GLY-2301-13,2023-02-15,Glycomet 500,22.5,2,45.0,TXN-10429
GLY-2301-17,2023-02-15,Glycomet 500,22.5,3,67.5,TXN-10430
GLY-2301-55,2023-02-15,Glycomet 500,22.5,3,67.5,TXN-10431
PAN-2301-29,2023-02-16,Pan 40,155.0,5,775.0,TXN-10432
GEN-10433,2023-02-16,Dolo 650,30.0,2,60.0,TXN-10433
TEL-2301-73,2023-02-16,Telma 40,220.0,4,880.0,TXN-10434
DOL-2301-95,2023-02-16,Dolo 650,30.0,5,150.0,TXN-10435
GEN-10436,2023-02-16,Azithral 500,118.5,7,829.5,TXN-10436
ALL-2301-89,2023-02-16,Allegra 120,198.0,5,990.0,TXN-10437
GEN-10438,2023-02-16,Dolo 650,30.0,4,120.0,TXN-10438
PAN-2301-18,2023-02-16,Pan 40,155.0,5,775.0,TXN-10439
TEL-2301-73,2023-02-16,Telma 40,220.0,4,880.0,TXN-10440
PAN-2302-32,2023-02-17,Pan 40,155.0,3,465.0,TXN-10441
TEL-2302-25,2023-02-17,Telma 40,220.0,3,660.0,TXN-10442
DOL-2302-21,2023-02-17,Dolo 650,30.0,5,150.0,TXN-10443
PAN-2301-29,2023-02-17,Pan 40,155.0,4,620.0,TXN-10444
AZI-2301-28,2023-02-17,Azithral 500,118.5,7,829.5,TXN-10445
ALL-2301-89,2023-02-17,Allegra 120,198.0,4,792.0,TXN-10446
DOL-2302-21,2023-02-17,Dolo 650,30.0,5,150.0,TXN-10447
ALL-2302-47,2023-02-17,Allegra 120,198.0,1,198.0,TXN-10448
GLY-2302-38,2023-02-17,Glycomet 500,22.5,4,90.0,TXN-10449
GLY-2301-17,2023-02-17,Glycomet 500,22.5,3,67.5,TXN-10450
AZI-2302-52,2023-02-17,Azithral 500,118.5,3,355.5,TXN-10451
TEL-2301-73,2023-02-17,Telma 40,220.0,5,1100.0,TXN-10452
PAN-2301-18,2023-02-17,Pan 40,155.0,2,310.0,TXN-10453
TEL-2301-73,2023-02-18,Telma 40,220.0,3,660.0,TXN-10454
DOL-2301-86,2023-02-18,Dolo 650,30.0,1,30.0,TXN-10455
DOL-2302-21,2023-02-18,Dolo 650,30.0,5,150.0,TXN-10456
GLY-2302-38,2023-02-18,Glycomet 500,22.5,5,112.5,TXN-10457
PAN-2301-29,2023-02-18,Pan 40,155.0,5,775.0,TXN-10458
DOL-2301-50,2023-02-18,Dolo 650,30.0,3,90.0,TXN-10459
DOL-2302-21,2023-02-18,Dolo 650,30.0,2,60.0,TXN-10460
TEL-2302-25,2023-02-19,Telma 40,220.0,5,1100.0,TXN-10461
DOL-2301-86,2023-02-19,Dolo 650,30.0,2,60.0,TXN-10462
DOL-2301-86,2023-02-19,Dolo 650,30.0,4,120.0,TXN-10463
ALL-2301-89,2023-02-19,Allegra 120,198.0,5,990.0,TXN-10464
DOL-2301-86,2023-02-19,Dolo 650,30.0,2,60.0,TXN-10465
PAN-2301-18,2023-02-19,Pan 40,155.0,1,155.0,TXN-10466
AZI-2301-61,2023-02-19,Azithral 500,118.5,9,1066.5,TXN-10467
AZI-2301-28,2023-02-19,Azithral 500,118.5,6,711.0,TXN-10468
GLY-2301-55,2023-02-19,Glycomet 500,22.5,3,67.5,TXN-10469
PAN-2302-32,2023-02-19,Pan 40,155.0,4,620.0,TXN-10470
DOL-2301-86,2023-02-20,Dolo 650,30.0,2,60.0,TXN-10471
GEN-10472,2023-02-20,Glycomet 500,22.5,5,112.5,TXN-10472
TEL-2301-73,2023-02-20,Telma 40,220.0,2,440.0,TXN-10473
GLY-2301-17,2023-02-20,Glycomet 500,22.5,1,22.5,TXN-10474
AZI-2301-28,2023-02-20,Azithral 500,118.5,7,829.5,TXN-10475
GLY-2301-17,2023-02-20,Glycomet 500,22.5,5,112.5,TXN-10476
DOL-2301-86,2023-02-21,Dolo 650,30.0,3,90.0,TXN-10477
TEL-2301-51,2023-02-21,Telma 40,220.0,4,880.0,TXN-10478
AZI-2302-52,2023-02-21,Azithral 500,118.5,4,474.0,TXN-10479
TEL-2301-73,2023-02-21,Telma 40,220.0,5,1100.0,TXN-10480
TEL-2301-51,2023-02-21,Telma 40,220.0,4,880.0,TXN-10481
DOL-2301-50,2023-02-22,Dolo 650,30.0,1,30.0,TXN-10482
DOL-2302-21,2023-02-22,Dolo 650,30.0,5,150.0,TXN-10483
DOL-2302-21,2023-02-22,Dolo 650,30.0,1,30.0,TXN-10484
AZI-2301-61,2023-02-22,Azithral 500,118.5,5,592.5,TXN-10485
TEL-2301-73,2023-02-22,Telma 40,220.0,1,220.0,TXN-10486
AZI-2301-61,2023-02-22,Azithral 500,118.5,7,829.5,TXN-10487
AZI-2301-28,2023-02-22,Azithral 500,118.5,9,1066.5,TXN-10488
GLY-2301-17,2023-02-22,Glycomet 500,22.5,4,90.0,TXN-10489
ALL-2301-41,2023-02-22,Allegra 120,198.0,2,396.0,TXN-10490
DOL-2301-86,2023-02-22,Dolo 650,30.0,4,120.0,TXN-10491
GLY-2301-55,2023-02-22,Glycomet 500,22.5,3,67.5,TXN-10492
TEL-2301-73,2023-02-22,Telma 40,220.0,3,660.0,TXN-10493
ALL-2301-89,2023-02-22,Allegra 120,198.0,5,990.0,TXN-10494
TEL-2301-73,2023-02-22,Telma 40,220.0,2,440.0,TXN-10495
DOL-2301-50,2023-02-23,Dolo 650,30.0,3,90.0,TXN-10496
TEL-2301-73,2023-02-23,Telma 40,220.0,5,1100.0,TXN-10497
PAN-2301-29,2023-02-23,Pan 40,155.0,5,775.0,TXN-10498
ALL-2301-89,2023-02-23,Allegra 120,198.0,5,990.0,TXN-10499
DOL-2302-21,2023-02-23,Dolo 650,30.0,3,90.0,TXN-10500
GEN-10501,2023-02-24,Glycomet 500,22.5,2,45.0,TXN-10501
TEL-2301-51,2023-02-24,Telma 40,220.0,3,660.0,TXN-10502
GLY-2301-55,2023-02-24,Glycomet 500,22.5,2,45.0,TXN-10503
PAN-2302-32,2023-02-24,Pan 40,155.0,4,620.0,TXN-10504
ALL-2301-41,2023-02-24,Allegra 120,1980.0,2,3960.0,TXN-10505
PAN-2301-29,2023-02-25,Pan 40,155.0,1,155.0,TXN-10506
DOL-2301-86,2023-02-25,Dolo 650,30.0,5,150.0,TXN-10507
PAN-2301-29,2023-02-25,Pan 40,155.0,2,310.0,TXN-10508
GLY-2301-17,2023-02-25,Glycomet 500,22.5,4,90.0,TXN-10509
AZI-2302-52,2023-02-25,Azithral 500,118.5,8,948.0,TXN-10510
PAN-2302-32,2023-02-25,Pan 40,155.0,5,775.0,TXN-10511
ALL-2301-41,2023-02-25,Allegra 120,198.0,5,990.0,TXN-10512
DOL-2301-50,2023-02-25,Dolo 650,30.0,4,120.0,TXN-10513
TEL-2302-25,2023-02-25,Telma 40,220.0,5,1100.0,TXN-10514
AZI-2302-52,2023-02-26,Azithral 500,118.5,6,711.0,TXN-10515
PAN-2301-18,2023-02-26,Pan 40,155.0,3,465.0,TXN-10516
GLY-2301-55,2023-02-26,Glycomet-500,22.5,5,112.5,TXN-10517
PAN-2302-32,2023-02-26,Pan 40,155.0,5,775.0,TXN-10518
PAN-2301-29,2023-02-26,Pan 40,155.0,1,155.0,TXN-10519
GLY-2302-38,2023-02-27,Glycomet 500,22.5,1,22.5,TXN-10520
AZI-2302-52,2023-02-27,Azithral 500,118.5,4,474.0,TXN-10521
AZI-2302-52,2023-02-27,Azithral 500,118.5,9,1066.5,TXN-10522
TEL-2301-73,2023-02-27,Telma 40,220.0,1,220.0,TXN-10523
DOL-2302-21,2023-02-27,Dolo 650,30.0,5,150.0,TXN-10524
AZI-2301-28,2023-02-27,Azithral 500,118.5,7,829.5,TXN-10525
DOL-2301-86,2023-02-27,Dolo 650,30.0,5,150.0,TXN-10526
GEN-10527,2023-02-27,Dolo 650,30.0,5,150.0,TXN-10527
ALL-2302-47,2023-02-27,Allegra 120,198.0,4,792.0,TXN-10528
TEL-2302-25,2023-02-27,Telma 40,220.0,4,880.0,TXN-10529
AZI-2302-52,2023-02-27,Azithral 500,118.5,7,829.5,TXN-10530
DOL-2301-86,2023-02-27,Dolo 650,30.0,4,120.0,TXN-10531
ALL-2301-41,2023-02-27,Allegra 120,198.0,2,396.0,TXN-10532
DOL-2302-21,2023-02-27,Dolo 650,30.0,2,60.0,TXN-10533
AZI-2302-52,2023-02-28,Azithral 500,118.5,6,711.0,TXN-10534
DOL-2302-21,2023-02-28,Dolo 650,30.0,1,30.0,TXN-10535
AZI-2301-28,2023-02-28,Azithral 500,118.5,8,948.0,TXN-10536
AZI-2301-61,2023-02-28,Azithral 500,118.5,4,474.0,TXN-10537
TEL-2301-51,2023-02-28,Telma 40,220.0,4,880.0,TXN-10538
GLY-2301-17,2023-02-28,Glycomet 500,22.5,1,22.5,TXN-10539
PAN-2301-29,2023-02-28,Pan 40,155.0,1,155.0,TXN-10540
GLY-2302-38,2023-03-01,Glycomet 500,22.5,2,45.0,TXN-10541
ALL-2302-47,2023-03-01,Allegra 120,198.0,5,990.0,TXN-10542
GLY-2302-38,2023-03-01,Glycomet 500,22.5,4,90.0,TXN-10543
GLY-2302-38,2023-03-01,Glycomet 500,22.5,1,22.5,TXN-10544
AZI-2301-61,2023-03-01,Azithral 500,118.5,4,474.0,TXN-10545
AZI-2301-61,2023-03-01,Azithral 500,118.5,4,474.0,TXN-10546
ALL-2301-89,2023-03-01,Allegra 120,198.0,8,1584.0,TXN-10547
TEL-2301-73,2023-03-01,Telma 40,220.0,4,880.0,TXN-10548
AZI-2301-28,2023-03-01,Azithral 500,118.5,3,355.5,TXN-10549
AZI-2302-52,2023-03-01,Azithral 500,118.5,5,592.5,TXN-10550
ALL-2301-41,2023-03-01,Allegra 120,,8,,TXN-10551
PAN-2302-32,2023-03-01,Pan 40,155.0,1,155.0,TXN-10552
GLY-2301-17,2023-03-01,Glycomet 500,22.5,1,22.5,TXN-10553
GEN-10554,2023-03-01,Azithral 500,118.5,5,592.5,TXN-10554
DOL-2301-50,2023-03-02,Dolo 650,30.0,1,30.0,TXN-10555
PAN-2302-32,2023-03-02,Pan 40,155.0,2,310.0,TXN-10556
GLY-2302-38,2023-03-02,Glycomet 500,22.5,1,22.5,TXN-10557
GEN-10558,2023-03-02,Pan 40,155.0,2,310.0,TXN-10558
GLY-2302-38,2023-03-02,Glycomet 500,22.5,2,45.0,TXN-10559
ALL-2301-89,2023-03-02,Allegra 120,198.0,9,1782.0,TXN-10560
DOL-2302-21,2023-03-02,Dolo 650,30.0,3,90.0,TXN-10561
PAN-2301-29,2023-03-02,Pan 40,155.0,4,620.0,TXN-10562
GLY-2301-17,2023-03-02,Glycomet-500,22.5,5,112.5,TXN-10563
DOL-2301-86,2023-03-02,Dolo 650,30.0,3,90.0,TXN-10564
DOL-2301-86,2023-03-02,Dolo 650,30.0,4,120.0,TXN-10565
AZI-2301-28,2023-03-03,Azithral 500,118.5,3,355.5,TXN-10566
PAN-2301-18,2023-03-03,Pan 40,155.0,5,775.0,TXN-10567
TEL-2301-73,2023-03-03,Telma 40,220.0,4,880.0,TXN-10568
DOL-2302-21,2023-03-03,Dolo 650,30.0,2,60.0,TXN-10569
ALL-2302-47,2023-03-03,Allegra 120,198.0,7,1386.0,TXN-10570
DOL-2301-50,2023-03-03,Dolo 650,30.0,2,60.0,TXN-10571
ALL-2301-41,2023-03-03,Allegra 120,198.0,5,990.0,TXN-10572
GLY-2302-38,2023-03-03,Glycomet 500,22.5,3,67.5,TXN-10573
GEN-10574,2023-03-03,Allegra 120,198.0,6,1188.0,TXN-10574
AZI-2301-61,2023-03-03,Azithral 500,118.5,4,474.0,TXN-10575
TEL-2301-51,2023-03-03,Telma 40,220.0,5,1100.0,TXN-10576
PAN-2301-18,2023-03-03,Pan 40,155.0,4,620.0,TXN-10577
TEL-2302-25,2023-03-04,Telma 40,220.0,1,220.0,TXN-10578
GEN-10579,2023-03-04,Azithral 500,118.5,5,592.5,TXN-10579
GLY-2301-55,2023-03-04,Glycomet-500,22.5,5,112.5,TXN-10580
DOL-2302-21,2023-03-04,Dolo 650,30.0,2,60.0,TXN-10581
GLY-2301-17,2023-03-04,Glycomet 500,22.5,1,22.5,TXN-10582
PAN-2301-18,2023-03-04,Pan 40,155.0,1,155.0,TXN-10583
GEN-10584,2023-03-04,Allegra 120,198.0,9,1782.0,TXN-10584
PAN-2301-29,2023-03-04,Pan 40,,1,,TXN-10585
PAN-2301-29,2023-03-04,Pan 40,155.0,3,465.0,TXN-10586
GLY-2301-55,2023-03-04,Glycomet 500,22.5,1,22.5,TXN-10587
TEL-2302-25,2023-03-04,Telma 40,220.0,4,880.0,TXN-10588
GEN-10589,2023-03-04,Pan 40,155.0,5,775.0,TXN-10589
DOL-2301-86,2023-03-04,Dolo 650,30.0,4,120.0,TXN-10590
GLY-2301-55,2023-03-04,Glycomet 500,22.5,4,90.0,TXN-10591
ALL-2302-47,2023-03-04,Allegra 120,198.0,3,594.0,TXN-10592
GLY-2301-55,2023-03-05,Glycomet 500,22.5,3,67.5,TXN-10593
DOL-2301-86,2023-03-05,Dolo 650,30.0,1,30.0,TXN-10594
TEL-2302-25,2023-03-05,Telma 40,220.0,5,1100.0,TXN-10595
ALL-2302-47,2023-03-05,Allegra 120,198.0,6,1188.0,TXN-10596
DOL-2302-21,2023-03-05,Dolo 650,30.0,1,30.0,TXN-10597
TEL-2301-73,2023-03-06,Telma 40,220.0,2,440.0,TXN-10598
AZI-2301-28,2023-03-06,Azithral 500,118.5,1,118.5,TXN-10599
GEN-10600,2023-03-06,Dolo 650,30.0,2,60.0,TXN-10600
AZI-2301-61,2023-03-06,Azithral 500,118.5,5,592.5,TXN-10601
AZI-2302-52,2023-03-06,Azithral 500,118.5,2,237.0,TXN-10602
AZI-2301-61,2023-03-06,Azithral 500,118.5,2,237.0,TXN-10603
DOL-2301-50,2023-03-06,Dolo 650,30.0,3,90.0,TXN-10604
DOL-2301-86,2023-03-06,Dolo 650,30.0,1,30.0,TXN-10605
ALL-2301-89,2023-03-06,Allegra 120,198.0,7,1386.0,TXN-10606
ALL-2301-41,2023-03-06,Allegra 120,198.0,8,1584.0,TXN-10607
PAN-2301-18,2023-03-06,Pan 40,155.0,3,465.0,TXN-10608
DOL-2301-86,2023-03-07,Dolo 650,30.0,1,30.0,TXN-10609
PAN-2301-29,2023-03-07,Pan 40,155.0,2,310.0,TXN-10610
DOL-2302-21,2023-03-07,Dolo 650,30.0,3,90.0,TXN-10611
AZI-2301-61,2023-03-07,Azithral 500,118.5,2,237.0,TXN-10612
GLY-2301-55,2023-03-07,Glycomet 500,22.5,1,22.5,TXN-10613
PAN-2301-18,2023-03-07,Pan 40,155.0,1,155.0,TXN-10614
AZI-2301-61,2023-03-07,Azithral 500,118.5,4,474.0,TXN-10615
ALL-2302-47,2023-03-07,Allegra 120,198.0,9,1782.0,TXN-10616
GLY-2301-55,2023-03-07,Glycomet 500,22.5,5,112.5,TXN-10617
ALL-2302-47,2023-03-07,Allegra 120,198.0,6,1188.0,TXN-10618
AZI-2302-52,2023-03-08,Azithral 500,118.5,5,592.5,TXN-10619
ALL-2303-18,2023-03-08,Allegra 120,198.0,6,1188.0,TXN-10620
PAN-2303-37,2023-03-08,Pan 40,155.0,2,310.0,TXN-10621
AZI-2301-28,2023-03-08,Azithral 500,118.5,1,118.5,TXN-10622
AZI-2301-28,2023-03-08,Azithral 500,118.5,5,592.5,TXN-10623
GLY-2301-17,2023-03-08,Glycomet 500,22.5,5,112.5,TXN-10624
AZI-2303-21,2023-03-08,Azithral 500,118.5,4,474.0,TXN-10625
ALL-2303-18,2023-03-08,Allegra 120,198.0,9,1782.0,TXN-10626
PAN-2301-18,2023-03-08,Pan 40,155.0,2,310.0,TXN-10627
TEL-2303-57,2023-03-08,Telma 40,220.0,3,660.0,TXN-10628
GLY-2302-38,2023-03-08,Glycomet 500,22.5,5,112.5,TXN-10629
AZI-2301-28,2023-03-08,Azithral 500,118.5,1,118.5,TXN-10630
PAN-2303-37,2023-03-08,Pan 40,155.0,2,310.0,TXN-10631
GEN-10632,2023-03-08,Dolo 650,30.0,2,60.0,TXN-10632
DOL-2302-21,2023-03-08,Dolo 650,30.0,5,150.0,TXN-10633
ALL-2302-47,2023-03-09,Allegra 120,198.0,10,1980.0,TXN-10634
GLY-2301-17,2023-03-09,Glycomet 500,22.5,5,112.5,TXN-10635
GLY-2301-17,2023-03-09,Glycomet 500,22.5,1,22.5,TXN-10636
TEL-2302-25,2023-03-09,Telma 40,220.0,3,660.0,TXN-10637
PAN-2301-18,2023-03-09,Pan 40,155.0,1,155.0,TXN-10638
TEL-2303-57,2023-03-09,Telma 40,220.0,5,1100.0,TXN-10639
TEL-2301-51,2023-03-09,Telma 40,220.0,5,1100.0,TXN-10640
ALL-2302-47,2023-03-09,Allegra 120,198.0,4,792.0,TXN-10641
PAN-2302-32,2023-03-09,Pan 40,155.0,5,775.0,TXN-10642
AZI-2303-21,2023-03-09,Azithral 500,118.5,3,355.5,TXN-10643
AZI-2301-28,2023-03-09,Azithral 500,118.5,3,355.5,TXN-10644
ALL-2301-41,2023-03-09,Allegra 120,198.0,6,1188.0,TXN-10645
ALL-2302-47,2023-03-09,Allegra 120,198.0,8,1584.0,TXN-10646
GEN-10647,2023-03-09,Allegra 120,198.0,5,990.0,TXN-10647
GEN-10648,2023-03-10,Pan 40,155.0,3,465.0,TXN-10648
TEL-2302-25,2023-03-10,Telma 40,220.0,2,440.0,TXN-10649
PAN-2303-37,2023-03-10,Pan 40,155.0,2,310.0,TXN-10650
PAN-2302-32,2023-03-10,Pan 40,155.0,2,310.0,TXN-10651
ALL-2303-18,2023-03-10,Allegra 120,198.0,3,594.0,TXN-10652
PAN-2303-37,2023-03-10,Pan 40,155.0,2,310.0,TXN-10653
PAN-2302-32,2023-03-10,Pan 40,155.0,1,155.0,TXN-10654
PAN-2301-18,2023-03-10,Pan 40,155.0,4,620.0,TXN-10655
GEN-10656,2023-03-10,Pan 40,155.0,3,465.0,TXN-10656
AZI-2301-28,2023-03-10,Azithral 500,118.5,4,474.0,TXN-10657
GLY-2303-82,2023-03-10,Glycomet 500,22.5,3,67.5,TXN-10658
GLY-2302-38,2023-03-10,Glycomet 500,22.5,3,67.5,TXN-10659
ALL-2301-41,2023-03-11,Allegra 120,198.0,9,1782.0,TXN-10660
ALL-2302-47,2023-03-11,Allegra 120,198.0,10,1980.0,TXN-10661
AZI-2303-21,2023-03-11,Azithral 500,118.5,3,355.5,TXN-10662
PAN-2301-18,2023-03-11,Pan 40,155.0,1,155.0,TXN-10663
GLY-2301-17,2023-03-11,Glycomet-500,22.5,1,22.5,TXN-10664
ALL-2301-41,2023-03-11,Allegra 120,198.0,7,1386.0,TXN-10665
DOL-2302-21,2023-03-11,Dolo 650,30.0,4,120.0,TXN-10666
DOL-2303-46,2023-03-11,Dolo 650,30.0,1,30.0,TXN-10667
AZI-2303-21,2023-03-11,Azithral 500,118.5,2,237.0,TXN-10668
GLY-2301-17,2023-03-11,Glycomet 500,22.5,5,112.5,TXN-10669
TEL-2301-51,2023-03-11,Telma 40,220.0,1,220.0,TXN-10670
DOL-2303-46,2023-03-11,Dolo 650,30.0,3,90.0,TXN-10671
AZI-2301-28,2023-03-11,Azithral 500,118.5,2,237.0,TXN-10672
AZI-2303-21,2023-03-12,Azithral 500,118.5,4,474.0,TXN-10673
TEL-2302-25,2023-03-12,Telma 40,220.0,2,440.0,TXN-10674
AZI-2301-28,2023-03-12,Azithral 500,118.5,2,237.0,TXN-10675
GEN-10676,2023-03-12,Telma 40,220.0,1,220.0,TXN-10676
PAN-2302-32,2023-03-12,Pan 40,155.0,5,775.0,TXN-10677
ALL-2301-41,2023-03-12,Allegra 120,198.0,8,1584.0,TXN-10678
PAN-2301-18,2023-03-12,Pan 40,155.0,4,620.0,TXN-10679
TEL-2303-57,2023-03-12,Telma 40,220.0,5,1100.0,TXN-10680
GLY-2301-17,2023-03-12,Glycomet 500,22.5,2,45.0,TXN-10681
GEN-10682,2023-03-12,Allegra 120,198.0,6,1188.0,TXN-10682
PAN-2302-32,2023-03-12,Pan 40,155.0,3,465.0,TXN-10683
ALL-2303-18,2023-03-12,Allegra 120,198.0,5,990.0,TXN-10684
TEL-2303-57,2023-03-12,Telma 40,220.0,3,660.0,TXN-10685
GLY-2302-38,2023-03-12,Glycomet-500,22.5,5,112.5,TXN-10686
AZI-2302-52,2023-03-12,Azithral 500,118.5,1,118.5,TXN-10687
TEL-2302-25,2023-03-13,Telma 40,220.0,1,220.0,TXN-10688
ALL-2302-47,2023-03-13,Allegra 120,198.0,7,1386.0,TXN-10689
DOL-2301-86,2023-03-13,Dolo 650,30.0,2,60.0,TXN-10690
GLY-2301-17,2023-03-13,Glycomet 500,22.5,1,22.5,TXN-10691
TEL-2301-51,2023-03-13,Telma 40,220.0,2,440.0,TXN-10692
TEL-2303-57,2023-03-13,Telma 40,220.0,3,660.0,TXN-10693
PAN-2301-18,2023-03-13,Pan 40,155.0,3,465.0,TXN-10694
GLY-2302-38,2023-03-13,Glycomet 500,22.5,4,90.0,TXN-10695
PAN-2303-37,2023-03-13,Pan 40,155.0,1,155.0,TXN-10696
PAN-2302-32,2023-03-14,Pan 40,155.0,5,775.0,TXN-10697
AZI-2303-21,2023-03-14,Azithral 500,118.5,1,118.5,TXN-10698
TEL-2302-25,2023-03-14,Telma 40,220.0,2,440.0,TXN-10699
